0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.4089,2.362,0.09429,716.9,17.52,15.22,128.7,0.2356,30.62,42.79,1.17,0.2602,0.1417,22.65,915.0,0.255
0.1999,2.347,0.0339,516.6,13.9,12.89,92.12,0.1017,15.7,19.69,0.3344,0.2913,0.09926,23.29,595.6,0.1115
0.2837,3.094,0.08087,748.9,19.26,15.46,124.9,0.1514,19.48,26.0,0.3791,0.4743,0.1546,48.31,1156.0,0.1466
0.2681,1.356,0.005495,324.9,11.25,10.32,71.12,0.02381,16.35,21.77,0.04384,0.2104,0.1285,12.97,384.9,0.01012
0.2584,1.937,0.01861,398.0,12.78,11.43,82.66,0.06402,17.31,26.76,0.07708,0.2843,0.1413,21.38,503.0,0.02031
0.3058,2.492,0.0,178.8,9.077,7.729,57.17,0.0,25.49,30.92,0.0,0.3777,0.1256,19.14,248.0,0.0
0.2778,1.729,0.04528,800.0,17.71,16.14,115.9,0.1129,14.86,19.58,0.231,0.2387,0.1206,21.83,947.9,0.055
0.4753,1.446,0.0598,642.7,18.33,14.45,117.9,0.1838,20.22,30.12,0.4967,0.2092,0.1552,19.42,1044.0,0.118
0.2758,1.565,0.003333,396.6,12.2,11.33,77.37,0.01111,14.16,18.99,0.004955,0.2375,0.1259,17.09,458.0,0.001487
0.2177,2.304,0.06142,689.4,16.76,15.04,109.7,0.1018,16.74,20.43,0.1856,0.372,0.1135,34.84,856.9,0.07721
0.2179,5.118,0.02864,507.4,13.75,12.77,89.04,0.04773,21.41,23.5,0.05186,0.7311,0.09388,53.65,579.5,0.03112
0.3271,7.128,0.1265,1234.0,24.19,20.2,160.0,0.2152,26.83,33.81,0.3703,0.9761,0.1278,103.6,1671.0,0.1641
0.2691,0.9887,0.02438,320.8,10.83,10.26,71.08,0.08333,16.58,22.04,0.1783,0.1144,0.1461,7.326,357.4,0.04358
0.3679,4.369,0.0609,1092.0,24.54,18.77,161.1,0.2048,21.43,34.37,0.4634,0.6422,0.1498,88.25,1873.0,0.106
0.2691,2.12,0.05532,640.1,15.85,14.44,108.6,0.1599,15.18,19.85,0.3103,0.2406,0.1316,21.2,766.9,0.08487
0.4087,5.772,0.152,1265.0,25.74,20.6,184.6,0.265,29.33,39.42,0.9387,0.726,0.165,86.22,1821.0,0.3514
0.2576,3.33,0.01471,384.6,12.12,11.14,79.62,0.03922,14.07,15.82,0.1201,0.4222,0.08864,28.84,453.5,0.04505
0.2369,4.312,0.05778,1024.0,19.76,18.08,129.1,0.09181,21.84,24.7,0.2535,0.6362,0.08822,76.36,1228.0,0.1103
0.4378,2.406,0.09353,519.8,15.49,13.0,106.2,0.206,21.82,30.73,0.539,0.3063,0.1703,24.32,739.3,0.1859
0.1565,8.077,0.02899,698.8,14.99,14.99,95.54,0.02899,25.2,25.2,0.02398,1.214,0.09387,106.0,698.8,0.02398
0.3306,2.183,0.02278,409.0,12.84,11.52,81.81,0.06316,18.75,22.47,0.09076,0.3249,0.1249,23.47,506.2,0.03036
0.3032,3.008,0.1259,1250.0,22.03,20.18,146.0,0.2173,19.54,25.07,0.5308,0.4331,0.1665,52.49,1479.0,0.2133
0.2295,1.101,0.001852,526.4,14.0,13.01,88.18,0.009259,22.22,29.02,0.007977,0.1731,0.08125,14.34,608.8,0.001595
0.3527,1.535,0.06987,520.0,15.53,13.34,96.66,0.1708,15.86,23.19,0.4858,0.286,0.1536,12.96,614.9,0.1169
0.1712,3.258,0.026,423.6,13.33,11.71,86.16,0.06968,16.67,25.48,0.1046,0.4489,0.1271,34.37,546.7,0.03592
0.245,1.909,0.02076,273.9,10.23,9.504,65.13,0.06227,12.44,15.66,0.08867,0.2773,0.1324,15.7,314.9,0.02956
0.2437,3.767,0.0834,1319.0,24.47,20.51,162.7,0.1563,27.81,37.38,0.4146,0.524,0.1223,70.01,1872.0,0.1554
0.2406,1.678,0.01527,455.3,13.34,12.16,88.83,0.0569,18.03,27.87,0.162,0.2194,0.1208,16.26,547.4,0.02916
0.4245,3.477,0.1242,758.6,17.36,15.75,119.4,0.2135,19.22,24.17,0.6872,0.5204,0.155,51.22,915.3,0.2914
0.2444,1.314,0.02068,537.9,14.35,13.21,91.29,0.06005,25.25,34.23,0.139,0.2084,0.1289,17.58,632.9,0.02772
0.2369,1.596,0.04951,680.9,16.01,14.87,103.9,0.1017,20.21,28.48,0.17,0.2323,0.1216,21.84,783.6,0.06824
0.2394,2.344,0.04835,838.1,18.13,16.5,117.2,0.09123,18.29,25.45,0.1663,0.3389,0.1338,33.58,1009.0,0.05862
0.2965,2.24,0.01404,359.9,12.76,10.8,83.69,0.07485,21.98,32.04,0.1927,0.3077,0.1303,20.2,489.5,0.03614
0.3282,2.608,0.0218,260.9,10.01,9.173,65.59,0.05087,13.86,19.23,0.1397,0.4098,0.09836,23.52,310.1,0.05988
0.2458,0.8439,0.00625,632.6,14.91,14.29,94.44,0.03333,16.82,20.65,0.03866,0.1302,0.08567,10.77,684.6,0.00725
0.311,0.7714,0.02647,468.5,13.61,12.34,87.22,0.107,12.27,19.27,0.1791,0.1166,0.1292,8.955,564.9,0.02958
0.2972,2.873,0.08293,981.6,21.53,17.75,145.4,0.197,28.03,38.54,0.6399,0.3897,0.1401,43.95,1437.0,0.1698
0.279,1.445,0.01364,170.4,8.678,7.691,54.49,0.05,25.44,31.89,0.3393,0.2196,0.1596,11.73,223.6,0.09252
0.2787,1.667,0.04497,408.2,12.64,11.61,81.93,0.1105,16.02,19.67,0.2302,0.2456,0.1415,15.89,475.7,0.07097
0.2738,1.808,0.006588,366.8,12.36,10.9,78.07,0.03953,12.96,18.2,0.01854,0.2818,0.1171,18.54,470.0,0.00309
0.2829,1.597,0.01899,396.5,13.01,11.34,83.99,0.08278,21.26,29.15,0.312,0.2344,0.1699,16.41,518.1,0.05133
0.2482,1.687,0.01654,463.7,13.35,12.3,86.65,0.04815,15.9,19.59,0.1423,0.2382,0.1096,18.32,546.7,0.03844
0.3187,4.675,0.09113,744.7,21.2,15.49,142.1,0.2121,19.97,29.41,0.5553,0.647,0.1681,66.91,1359.0,0.1891
0.2626,2.561,0.04349,658.8,16.76,14.58,108.5,0.09186,13.66,17.24,0.2492,0.4165,0.1223,37.11,862.0,0.08222
0.2859,1.429,0.01786,381.9,11.99,11.15,76.25,0.05506,13.08,16.3,0.07116,0.2251,0.1341,15.48,440.8,0.01982
0.2398,3.399,0.07798,629.9,15.3,14.26,107.0,0.1505,19.65,23.73,0.6783,0.3628,0.08949,29.25,709.0,0.3003
0.2962,2.171,0.04819,687.3,16.25,14.96,109.1,0.1489,19.1,26.19,0.1804,0.2877,0.1313,24.87,809.8,0.0594
0.2871,1.735,0.03384,561.0,15.15,13.49,99.0,0.1282,22.3,31.82,0.2282,0.2338,0.1162,20.2,698.8,0.04751
0.2678,2.099,0.0278,555.1,15.1,13.45,97.59,0.07911,18.3,25.94,0.1381,0.295,0.1339,25.22,699.4,0.03974
0.322,1.046,0.007799,224.5,9.507,8.618,59.9,0.04419,11.79,15.4,0.1168,0.1559,0.1733,8.322,274.9,0.02061
0.3109,2.153,0.109,895.0,19.59,17.05,133.5,0.2543,19.08,24.89,0.5018,0.2959,0.1703,31.98,1189.0,0.191
0.3407,2.257,0.06861,503.2,15.2,12.83,105.3,0.1977,22.33,30.15,0.6282,0.3061,0.1777,25.13,706.0,0.1695
0.3059,3.564,0.00816,361.6,13.03,10.82,83.9,0.03264,24.21,31.45,0.06194,0.5196,0.1204,33.0,505.6,0.01548
0.2027,2.701,0.02648,551.7,16.36,13.27,104.5,0.1001,14.76,22.35,0.135,0.4057,0.1006,36.35,830.6,0.03261
0.2815,1.529,0.002941,390.0,12.76,11.25,82.08,0.01667,14.78,22.06,0.005518,0.2144,0.1166,15.07,492.7,0.0009737
0.2661,1.959,0.01692,457.9,13.75,12.2,91.11,0.05556,15.21,21.38,0.1167,0.2575,0.1256,19.01,583.1,0.01994
0.1909,2.23,0.0,288.1,9.968,9.72,62.25,0.0,18.22,20.83,0.0,0.3539,0.07117,21.69,303.8,0.0
0.1987,1.17,0.02923,523.8,13.3,13.03,84.46,0.05013,18.42,22.81,0.04833,0.1839,0.09701,14.16,545.9,0.02562
0.3075,1.93,0.02179,433.8,13.05,11.89,85.09,0.08263,21.17,27.21,0.1164,0.2747,0.1426,19.53,522.9,0.02555
0.2306,1.657,0.01762,520.2,14.34,13.0,91.06,0.05921,25.13,31.88,0.04462,0.2621,0.1218,21.19,628.5,0.01206
0.2534,2.749,0.03058,618.4,16.45,14.2,112.1,0.1339,20.53,27.26,0.2512,0.3478,0.1153,31.01,828.5,0.05063
0.2623,6.076,0.09934,918.6,20.99,17.06,143.2,0.1827,21.0,33.15,0.392,0.8161,0.1449,87.17,1362.0,0.1508
